movieId,title,genres,tag
5616,Addams Family Reunion (1998),children comedy fantasy,
5617,Purgatory (1999),fantasy western,
5618,Bleeder (1999),drama thriller,
5619,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),action crime fantasy,
5620,Candyman 3: Day of the Dead (1999),horror,
5621,"Batman/Superman Movie, The (1998)",action adventure animation children fantasy sci fi,
5622,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",action animation drama fantasy sci fi,anime end world epic mecha psychology
5623,Style Wars (1983),documentary,
5624,In July (Im Juli) (2000),comedy romance,
5625,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),adventure animation children fantasy,
5626,Taxi 2 (2000),action comedy,
5627,If These Walls Could Talk 2 (2000),drama romance,
5628,"10th Kingdom, The (2000)",adventure comedy fantasy,
5629,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",drama,
5630,2046 (2004),drama fantasy romance sci fi,
5631,Bartleby (2001),comedy drama,
5632,Batman Beyond: Return of the Joker (2000),action animation crime sci fi thriller,
5633,Audition (Ôdishon) (1999),drama horror mystery romance thriller,
5634,"Nine Lives of Tomas Katz, The (2000)",comedy drama fantasy,
5635,Monday (2000),action comedy crime fantasy thriller,
5636,Paradise Lost 2: Revelations (2000),documentary,
5637,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),adventure comedy fantasy,
5638,Daria: Is It Fall Yet? (2000),animation comedy,
5639,Late Night Shopping (2001),comedy,
5640,61* (2001),drama,
5641,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),crime drama mystery thriller war,
5642,Ripley's Game (2002),drama thriller,
5643,Jalla! Jalla! (2000),comedy drama romance,
5644,Teknolust (2002),comedy drama romance sci fi,
5645,"Accidental Spy, The (Dak miu mai shing) (2001)",action comedy thriller,
5646,Darkness (2002),horror mystery,
5647,Blood: The Last Vampire (2000),action animation horror,
5648,Blueberry (2004),adventure western,
5649,American Psycho II: All American Girl (2002),comedy crime horror mystery thriller,
5650,Ali G Indahouse (2002),comedy,
5651,Dead or Alive 2: Tôbôsha (2000),action crime thriller,
5652,Cube 2: Hypercube (2002),horror mystery sci fi,
5653,Pulse (Kairo) (2001),horror mystery thriller,
5654,Dog Days (Hundstage) (2001),drama,
5655,My Sassy Girl (Yeopgijeogin geunyeo) (2001),comedy romance,
5656,Nothing (2003),comedy fantasy mystery sci fi,
5657,Undertaking Betty (Plots with a View) (2002),comedy romance,
5658,Dead or Alive: Final (2002),comedy crime drama sci fi thriller,
5659,Fubar (2002),comedy,
5660,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",comedy horror musical,
5661,Dead End (2003),comedy horror mystery thriller,
5662,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),crime drama,
5663,Jesus Christ Vampire Hunter (2001),action comedy horror musical,
5664,Suicide Club (Jisatsu saakuru) (2001),horror mystery thriller,
5665,Battlestar Galactica (2003),drama sci fi war,
5666,"Sound of Thunder, A (2005)",action adventure drama sci fi thriller,
5667,"Lion King 1½, The (2004)",adventure animation children comedy,
5668,Oasis (2002),drama romance,
5669,Remember Me (Ricordati di me) (2003),comedy drama romance,
5670,"Animatrix, The (2003)",action animation drama sci fi,animation anime cyberpunk dark matrix sci fi
5671,"Brown Bunny, The (2003)",drama,
5672,Ju-on: The Curse (2000),horror,
5673,11:14 (2003),comedy crime drama mystery thriller,
5674,Tremors 4: The Legend Begins (2004),action comedy horror sci fi thriller western,
5675,Bring It On Again (2004),comedy,
5676,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",action crime thriller,
5677,And Starring Pancho Villa as Himself (2003),action comedy drama war,
5678,Nicotina (2003),action comedy drama,
5679,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),action drama thriller war,
5680,In Hell (2003),action drama thriller,
5681,Lemony Snicket's A Series of Unfortunate Events (2004),adventure children comedy fantasy,dark comedy jim carrey meryl streep quirky stylized
5682,Helen of Troy (2003),action adventure drama romance,
5683,"Green Butchers, The (Grønne slagtere, De) (2003)",comedy crime drama romance,
5684,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",drama mystery romance war,
5685,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),drama romance,
5686,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),action animation drama sci fi thriller,
5687,"Cat Returns, The (Neko no ongaeshi) (2002)",adventure animation children fantasy,netflix queue
5688,"Twilight Samurai, The (Tasogare Seibei) (2002)",drama romance,netflix queue
5689,"Facing Windows (Finestra di fronte, La) (2003)",drama romance,
5690,Ginger Snaps: Unleashed (2004),horror thriller,
5691,'Salem's Lot (2004),drama horror mystery thriller,
5692,Comic Book: The Movie (2004),comedy,
5693,Intimate Strangers (Confidences trop intimes) (2004),drama,
5694,Down to the Bone (2004),drama,
5695,Ju-on: The Grudge (2002),horror,
5696,Old Boy (2003),mystery thriller,bizarre claustrophobic depressing disturbing hallucinatory paranoid surreal twisted
5697,Red Lights (Feux rouges) (2004),drama,
5698,Ginger Snaps Back: The Beginning (2004),fantasy horror,
5699,One Missed Call (Chakushin ari) (2003),horror mystery,
5700,"Jacket, The (2005)",drama mystery sci fi thriller,
5701,Millions (2004),children comedy crime drama fantasy,religion saints
5702,Starship Troopers 2: Hero of the Federation (2004),action horror sci fi war,
5703,Ong-Bak: The Thai Warrior (Ong Bak) (2003),action thriller,
5704,Infernal Affairs 2 (Mou gaan dou II) (2003),action crime drama thriller,
5705,"Sea Inside, The (Mar adentro) (2004)",drama,
5706,Spanglish (2004),comedy drama romance,adam sandler family sweet
5707,"Chorus, The (Choristes, Les) (2004)",drama,
5708,Saints and Soldiers (2003),action adventure drama war,
5709,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",documentary drama,animal movie camels
5710,"Interpreter, The (2005)",drama thriller,
5711,Open Water (2003),drama thriller,
5712,Touch of Pink (2004),comedy drama romance,
5713,Slasher (2004),documentary,
5714,"Bobby Jones, Stroke of Genius (2004)",drama,
5715,Layer Cake (2004),crime drama thriller,british gangster confusing daniel craig exquisite plotting organized crime stylish tom hardy
5716,"Return, The (Vozvrashcheniye) (2003)",drama,fatherhood
5717,Flight of the Phoenix (2004),action adventure,
5718,Mean Creek (2004),drama thriller,revenge
5719,"Ring Two, The (2005)",drama horror mystery thriller,
5720,"Corporation, The (2003)",documentary,
5721,"Yes Men, The (2003)",documentary,
5722,Azumi (2003),action adventure drama thriller,
5723,In My Father's Den (2004),drama,
5724,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),action drama war,
5725,Metallica: Some Kind of Monster (2004),documentary,
5726,Born into Brothels (2004),documentary,india
5727,DiG! (2004),documentary,
5728,Riding Giants (2004),documentary,surfing
5729,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),comedy documentary drama,
5730,"Scanner Darkly, A (2006)",animation drama mystery sci fi thriller,
5731,Casshern (2004),action drama fantasy sci fi,
5732,Outfoxed: Rupert Murdoch's War on Journalism (2004),documentary,
5733,Million Dollar Baby (2004),drama,boxing
5734,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),comedy crime drama horror mystery,
5735,Hotel Rwanda (2004),drama war,genocide
5736,Charlie and the Chocolate Factory (2005),adventure children comedy fantasy imax,roald dahl
5737,3-Iron (Bin-jip) (2004),drama romance,
5738,"Life Aquatic with Steve Zissou, The (2004)",adventure comedy fantasy,heartwarming off beat comedy quirky trippy visually appealing whimsical
5739,"Aviator, The (2004)",drama,biopic howard hughes movie business
5740,"Phantom of the Opera, The (2004)",drama musical romance,
5741,Beyond the Sea (2004),drama musical,
5742,"Woodsman, The (2004)",drama,child abuse
5743,In Good Company (2004),comedy drama,busniess
5744,Meet the Fockers (2004),comedy,ben stiller robert de niro
5745,"Assassination of Richard Nixon, The (2004)",crime drama thriller,
5746,"Love Song for Bobby Long, A (2004)",drama,
5747,"Merchant of Venice, The (2004)",drama,shakespeare
5748,Fat Albert (2004),comedy fantasy,
5749,"Keys to the House, The (Chiavi di casa, Le) (2004)",drama,
5750,In the Realms of the Unreal (2004),animation documentary,animation documentary henry darger
5751,White Noise (2005),drama horror mystery sci fi thriller,
5752,"Upside of Anger, The (2005)",comedy drama romance,
5753,Little Miss Marker (1980),comedy drama,
5754,Sweet Liberty (1986),comedy,
5755,I Remember Mama (1948),children drama,motherhood
5756,Smooth Talk (1985),drama romance,
5757,Out Cold (1989),comedy thriller,
5758,Man Trouble (1992),comedy romance,
5759,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),crime drama,
5760,Stander (2003),action crime drama,
5761,Imaginary Heroes (2004),comedy drama,
5762,Sergeant York (1941),drama war,
5763,Ruby & Quentin (Tais-toi!) (2003),comedy crime,
5764,Wizards (1977),animation fantasy sci fi war,
5765,"Life and Death of Peter Sellers, The (2004)",comedy drama,
5766,Appleseed (Appurushîdo) (2004),action animation fantasy sci fi,
5767,"Many Adventures of Winnie the Pooh, The (1977)",animation children musical,
5768,Elektra (2005),action adventure crime drama,
5769,Racing Stripes (2005),children comedy,
5770,Coach Carter (2005),drama,
5771,Boys Town (1938),drama,
5772,Gold Diggers of 1935 (1935),comedy musical,
5773,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),crime drama,
5774,Memories of Murder (Salinui chueok) (2003),crime drama mystery thriller,
5775,"Chase, The (1994)",action adventure comedy crime romance thriller,
5776,"Downfall (Untergang, Der) (2004)",drama war,
5777,Assault on Precinct 13 (2005),action crime drama thriller,
5778,Are We There Yet? (2005),children comedy,
5779,Alone in the Dark (2005),action horror sci fi thriller,
5780,Hide and Seek (2005),horror mystery thriller,
5781,Boogeyman (2005),drama horror mystery thriller,
5782,"Wedding Date, The (2005)",comedy romance,
5783,Rory O'Shea Was Here (Inside I'm Dancing) (2004),drama,
5784,Nobody Knows (Dare mo shiranai) (2004),drama,orphans
5785,Employee of the Month (2004),comedy drama,
5786,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",drama,
5787,"Trou, Le (Hole, The) (Night Watch, The) (1960)",crime film noir,
5788,Double Dragon (1994),action adventure sci fi,
5789,Hands Off the Loot (Touchez pas au grisbi) (1954),crime drama thriller,
5790,Purple Butterfly (Zi hudie) (2003),drama,
5791,El Cid (1961),action adventure drama romance war,
5792,Howl's Moving Castle (Hauru no ugoku shiro) (2004),adventure animation fantasy romance,anime fantasy world hayao miyazaki studio ghibli 06 oscar nominated best movie   animation netflix queue
5793,Steamboy (Suchîmubôi) (2004),action animation drama sci fi,
5794,Gorgeous (Boh lee chun) (1999),action comedy romance,
5795,Hitch (2005),comedy romance,
5796,Uncle Nino (2003),comedy,
5797,Bride & Prejudice (2004),comedy musical romance,
5798,Constantine (2005),action fantasy horror thriller,
5799,Son of the Mask (2005),adventure children comedy fantasy,
5800,Because of Winn-Dixie (2005),children comedy drama,
5801,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),drama war,
5802,Bunny Lake Is Missing (1965),mystery thriller,
5803,Night Watch (Nochnoy dozor) (2004),action fantasy horror mystery sci fi thriller,
5804,Sons of the Desert (1933),comedy,
5805,Man of the House (2005),action comedy,
5806,Kung Fu Hustle (Gong fu) (2004),action comedy,
5807,Zelary (2003),drama romance,marriage
5808,Dr. Giggles (1992),comedy horror,
5809,"Seven-Per-Cent Solution, The (1976)",adventure comedy crime drama mystery thriller,
5810,"Three Musketeers, The (1973)",action adventure comedy,netflix queue
5811,Royal Flash (1975),adventure comedy romance,
5812,Control (Kontroll) (2003),comedy crime drama mystery,
5813,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),drama war,
5814,Tyler Perry's Diary of a Mad Black Woman (2005),comedy drama romance,
5815,Cursed (2005),horror thriller,
5816,"Pacifier, The (2005)",action comedy,
5817,Be Cool (2005),comedy crime musical,
5818,Gunner Palace (2004),documentary war,
5819,Hostage (2005),action crime drama thriller,
5820,Robots (2005),adventure animation children comedy fantasy sci fi imax,
5821,Class Action (1991),drama,
5822,"Cat and the Canary, The (1927)",horror mystery,
5823,"Oh, God! You Devil (1984)",comedy,
5824,"Agony and the Ecstasy, The (1965)",drama,
5825,Twentieth Century (1934),comedy,netflix queue
5826,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),crime drama thriller,
5827,Cube Zero (2004),horror mystery sci fi thriller,
5828,Julia (1977),drama,
5829,Stealing Rembrandt (Rembrandt) (2003),action comedy crime,
5830,Ice Princess (2005),children comedy drama,
5831,Melinda and Melinda (2004),comedy drama,
5832,Milk and Honey (2003),drama,
5833,Miss Congeniality 2: Armed and Fabulous (2005),adventure comedy crime,
5834,Guess Who (2005),comedy romance,
5835,D.E.B.S. (2004),action comedy,
5836,"League of Ordinary Gentlemen, A (2004)",documentary,
5837,Incident at Loch Ness (2004),adventure comedy documentary,
5838,Call Northside 777 (1948),crime drama film noir,netflix queue
5839,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",action drama,
5840,800 Bullets (800 Balas) (2002),comedy crime drama western,
5841,If Looks Could Kill (1991),action comedy,
5842,Greedy (1994),comedy,
5843,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",animation comedy drama fantasy,
5844,Knockin' on Heaven's Door (1997),action comedy crime drama,
5845,We're No Angels (1955),comedy crime drama,
5846,"Touch of Zen, A (Xia nu) (1971)",action adventure,
5847,Walker (1987),adventure drama war western,
5848,Memories (Memorîzu) (1995),animation fantasy sci fi thriller,
5849,"Wild Parrots of Telegraph Hill, The (2003)",documentary,birds parrots
5850,"Ballad of Jack and Rose, The (2005)",drama,fatherhood
5851,Sin City (2005),action crime film noir mystery thriller,cult
5852,Beauty Shop (2005),comedy,
5853,Sahara (2005),action adventure comedy,
5854,Fever Pitch (2005),comedy romance,
5855,Eros (2004),drama,
5856,Not on the Lips (Pas sur la bouche) (2003),comedy musical romance,
5857,Electra Glide in Blue (1973),action crime,
5858,"Special Day, A (Giornata particolare, Una) (1977)",drama war,
5859,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",animation drama,
5860,Tanguy (2001),comedy,
5861,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),comedy,
5862,"Little Girl Who Lives Down the Lane, The (1976)",drama mystery thriller,
5863,Ringu 0: Bâsudei (2000),drama horror thriller,
5864,Brothers (Brødre) (2004),drama,
5865,Maidens in Uniform (Mädchen in Uniform) (1931),drama romance,
5866,With Six You Get Eggroll (1968),comedy romance,
5867,Holiday (Jour de fête) (1949),comedy,
5868,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),drama war,
5869,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",action adventure fantasy sci fi,
5870,"Ascent, The (Voskhozhdeniye) (1977)",drama war,
5871,Carrie (2002),drama horror thriller,
5872,Boccaccio '70 (1962),comedy fantasy romance,
5873,"Hitchhiker's Guide to the Galaxy, The (2005)",adventure comedy sci fi,
5874,"Amityville Horror, The (2005)",horror thriller,
5875,Mutant Aliens (2001),animation comedy sci fi,
5876,Before the Fall (NaPolA - Elite für den Führer) (2004),drama war,
5877,"Frisco Kid, The (1979)",comedy western,
5878,State Property 2 (2005),action crime drama,
5879,Palindromes (2004),adventure comedy drama,
5880,"Lot Like Love, A (2005)",comedy drama romance,
5881,King's Ransom (2005),comedy crime,
5882,Enron: The Smartest Guys in the Room (2005),documentary,business money scandal
5883,xXx: State of the Union (2005),action crime thriller,
5884,Kingdom of Heaven (2005),action drama romance war,david thewlis eva green liam neeson orlando bloom
5885,House of Wax (2005),horror thriller,
5886,Crash (2004),crime drama,racism
5887,Mysterious Skin (2004),drama mystery,
5888,Mischief (1985),comedy romance,
5889,Between Your Legs (Entre las piernas) (1999),drama mystery romance thriller,
5890,San Francisco (1936),drama musical romance,
5891,Vampire Hunter D (1985),animation fantasy horror,
5892,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",drama romance,
5893,"Cocoanuts, The (1929)",comedy musical,
5894,Dear Wendy (2005),drama,
5895,Los Angeles Plays Itself (2003),documentary,
5896,Unleashed (Danny the Dog) (2005),action crime drama thriller,
5897,Star Wars: Episode III - Revenge of the Sith (2005),action adventure sci fi,space opera
5898,Kicking & Screaming (2005),comedy,
5899,Monster-in-Law (2005),comedy romance,
5900,"Snow Walker, The (2003)",adventure drama,
5901,Divorce - Italian Style (Divorzio all'italiana) (1961),comedy,
5902,Madagascar (2005),adventure animation children comedy,
5903,Airborne (1993),adventure comedy,
5904,Mad Hot Ballroom (2005),children documentary,
5905,Dominion: Prequel to the Exorcist (2005),horror thriller,
5906,"Longest Yard, The (2005)",comedy drama,
5907,Saving Face (2004),comedy drama romance,
5908,Cinderella Man (2005),drama romance,boksdrama boxing
5909,"Sisterhood of the Traveling Pants, The (2005)",adventure comedy drama,
5910,Lords of Dogtown (2005),action comedy drama,
5911,Rock School (2005),documentary,
5912,Mr. & Mrs. Smith (2005),action adventure comedy romance,
5913,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",action adventure children fantasy,
5914,High Tension (Haute tension) (Switchblade Romance) (2003),horror thriller,
5915,It's All Gone Pete Tong (2004),comedy drama musical,
5916,Eddie Izzard: Dress to Kill (1999),comedy,
5917,Quo Vadis (1951),drama romance,
5918,Batman Begins (2005),action crime imax,
5919,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),action adventure fantasy sci fi,
5920,"Perfect Man, The (2005)",comedy drama romance,
5921,Saint Ralph (2004),comedy drama,
5922,Herbie: Fully Loaded (2005),adventure comedy romance,
5923,Land of the Dead (2005),action horror thriller,
5924,Bewitched (2005),comedy fantasy romance,
5925,Rize (2005),documentary,
5926,Me and You and Everyone We Know (2005),comedy drama,
5927,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",comedy crime thriller,
5928,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),horror,
5929,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",comedy crime drama romance,
5930,Cop and ½ (1993),comedy,
5931,At the Circus (1939),comedy musical,
5932,War of the Worlds (2005),action adventure sci fi thriller,
5933,"March of the Penguins (Marche de l'empereur, La) (2005)",documentary,
5934,Rebound (2005),comedy,
5935,Dark Water (2005),drama horror thriller,
5936,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",drama,
5937,Fantastic Four (2005),action adventure sci fi,chris evans comic book heroine tight suit jessica alba sexy female scientist superhero
5938,Murderball (2005),documentary,
5939,Wedding Crashers (2005),comedy romance,stiller
5940,Happy Endings (2005),comedy drama,
5941,Hustle & Flow (2005),crime drama,hip hop
5942,Hardware (1990),action horror sci fi,
5943,"Calcium Kid, The (2004)",comedy,
5944,"Island, The (2005)",action sci fi thriller,
5945,Bad News Bears (2005),children comedy,
5946,"Devil's Rejects, The (2005)",action crime horror,rob zombie
5947,Last Days (2005),drama,
5948,November (2004),drama mystery,
5949,Sky High (2005),action adventure children comedy,
5950,Stealth (2005),action adventure sci fi thriller,
5951,Must Love Dogs (2005),comedy romance,
5952,"Aristocrats, The (2005)",comedy documentary,
5953,Georgy Girl (1966),comedy,pregnancy
5954,"Order, The (2001)",action adventure drama thriller,
5955,Serenity (2005),action adventure sci fi,predictable firefly
5956,Broken Flowers (2005),comedy drama,netflix queue
5957,Miracles - Mr. Canton and Lady Rose (1989),action comedy crime drama,
5958,"Browning Version, The (1951)",drama,netflix queue
5959,"Dukes of Hazzard, The (2005)",action adventure comedy,
5960,The Chumscrubber (2005),comedy drama,
5961,Junebug (2005),comedy drama,pregnancy
5962,Deuce Bigalow: European Gigolo (2005),comedy,
5963,"Skeleton Key, The (2005)",drama horror mystery thriller,
5964,Four Brothers (2005),action crime drama,
5965,The Great Raid (2005),action drama war,
5966,Pretty Persuasion (2005),comedy drama,
5967,Grizzly Man (2005),documentary,animal movie bears
5968,Private Resort (1985),comedy,
5969,Pusher II: With Blood on My Hands (2004),action crime drama thriller,
5970,Duma (2005),adventure drama,animal movie netflix queue
5971,Animal Farm (1954),animation drama,
5972,"Teahouse of the August Moon, The (1956)",comedy,
5973,"40-Year-Old Virgin, The (2005)",comedy romance,best picture classic hilarious steve carell
5974,Red Eye (2005),horror thriller,
5975,Hidden (a.k.a. Cache) (Caché) (2005),drama mystery thriller,
5976,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),adventure children comedy fantasy,
5977,Kin-Dza-Dza! (1986),comedy drama sci fi,
5978,Valiant (2005),adventure animation children comedy fantasy war,
5979,"Brothers Grimm, The (2005)",comedy fantasy horror thriller,
5980,"Baxter, The (2005)",comedy drama romance,
5981,"Cave, The (2005)",action adventure horror mystery sci fi thriller,
5982,"Constant Gardener, The (2005)",drama thriller,africa business politics
5983,Transporter 2 (2005),action crime thriller,
5984,Just Like Heaven (2005),comedy fantasy romance,
5985,Proof (2005),drama,mathematics
5986,Lord of War (2005),action crime drama thriller war,wapendrama
5987,Cry_Wolf (a.k.a. Cry Wolf) (2005),drama horror mystery thriller,
5988,Everything Is Illuminated (2005),comedy drama,netflix queue
5989,Thumbsucker (2005),comedy drama,
5990,Family Guy Presents Stewie Griffin: The Untold Story (2005),adventure animation comedy,
5991,Police Story 2 (Ging chaat goo si juk jaap) (1988),action comedy crime thriller,
5992,New Police Story (Xin jing cha gu shi) (2004),action crime drama,
5993,Go West (1940),comedy musical western,
5994,Why We Fight (2005),documentary,netflix queue
5995,Doom (2005),action horror sci fi,
5996,Domino (2005),crime drama thriller,
5997,Waiting... (2005),comedy,restaurant
5998,Aeon Flux (2005),action sci fi,
5999,Frankenstein 90 (1984),comedy horror romance,
6000,"Unfinished Life, An (2005)",drama,
6001,"Man, The (2005)",action comedy crime,
6002,Survive Style 5+ (2004),fantasy mystery romance thriller,
6003,Woyzeck (1979),drama,
6004,"Exorcism of Emily Rose, The (2005)",crime drama horror thriller,
6005,Flightplan (2005),action drama thriller,
6006,Corpse Bride (2005),animation comedy fantasy musical romance,gothic helena bonham carter johnny depp tim burton visually appealing animation 06 oscar nominated best movie  
6007,Green Street Hooligans (a.k.a. Hooligans) (2005),crime drama,
6008,"History of Violence, A (2005)",action crime drama thriller,netflix queue
6009,Oliver Twist (2005),drama,dickens
6010,"Greatest Game Ever Played, The (2005)",drama,
6011,Capote (2005),crime drama,truman capote
6012,Final Fantasy VII: Advent Children (2004),action adventure animation fantasy sci fi,
6013,Roll Bounce (2005),comedy drama romance,
6014,Into the Blue (2005),action adventure crime thriller,
6015,MirrorMask (2005),adventure children drama fantasy,
6016,Wallace & Gromit in The Curse of the Were-Rabbit (2005),adventure animation children comedy,06 oscar nominated best movie   animation aardman
6017,Kiss Kiss Bang Bang (2005),comedy crime mystery thriller,black comedy clever fast paced dialogue good robert downey jr witty netflix queue
6018,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",action crime drama,
6019,"Short Film About Love, A (Krótki film o milosci) (1988)",drama romance,
6020,"All This, and Heaven Too (1940)",drama romance,
6021,Darwin's Nightmare (2004),documentary,
6022,Beowulf & Grendel (2005),action adventure drama fantasy,
6023,No Direction Home: Bob Dylan (2005),documentary,
6024,Goal! The Dream Begins (Goal!) (2005),drama,
6025,"Wraith, The (1986)",action horror sci fi thriller,
6026,In Her Shoes (2005),comedy drama,sisters
6027,"Squid and the Whale, The (2005)",comedy drama,divorce
6028,Two for the Money (2005),drama,
6029,Brokeback Mountain (2005),drama romance,
6030,Elizabethtown (2005),comedy drama romance,
6031,North Country (2005),drama,courtroom drama netflix queue
6032,"Good Night, and Good Luck. (2005)",crime drama,netflix queue journalism mccarthy hearings morrow
6033,Dreamer: Inspired by a True Story (2005),children drama,
6034,"Proposition, The (2005)",crime drama western,
6035,"Fog, The (2005)",action horror mystery thriller,
6036,Shopgirl (2005),comedy drama romance,
6037,Stay (2005),thriller,
6038,"Legend of Zorro, The (2005)",action adventure drama western,
6039,"Weather Man, The (2005)",comedy drama,
6040,Saw II (2005),horror thriller,
6041,Prime (2005),comedy drama romance,
6042,Don't Move (Non ti muovere) (2004),drama,
6043,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),comedy,
6044,"Great Yokai War, The (Yôkai daisensô) (2005)",adventure comedy fantasy horror,
6045,Manderlay (2005),drama,
6046,Revolver (2005),crime drama thriller,
6047,Jarhead (2005),action drama war,jake gyllenhaal modern war
6048,Chicken Little (2005),action adventure animation children comedy sci fi,
6049,Dead Man's Shoes (2004),crime thriller,
6050,Joyeux Noël (Merry Christmas) (2005),drama war,
6051,Night of the Lepus (1972),horror sci fi thriller,
6052,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",comedy drama,depression
6053,Sword of the Beast (Kedamono no ken) (1965),action drama,
6054,Just Friends (2005),comedy romance,
6055,Syriana (2005),drama thriller,netflix queue
6056,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),comedy drama,
6057,Derailed (2005),drama thriller,
6058,Creep (2004),horror thriller,
6059,Pride & Prejudice (2005),drama romance,netflix queue
6060,Babylon 5,sci fi,
6061,Wolf Creek (2005),crime horror thriller,
6062,"Descent, The (2005)",adventure drama horror thriller,
6063,Harry Potter and the Goblet of Fire (2005),adventure fantasy thriller imax,magic wizards
6064,Walk the Line (2005),drama musical romance,johnny cash
6065,Rent (2005),drama musical romance,
6066,Zathura (2005),action adventure children fantasy,
6067,C.R.A.Z.Y. (2005),drama,
6068,Sarah Silverman: Jesus Is Magic (2005),comedy musical,
6069,Breakfast on Pluto (2005),comedy drama,transvestite
6070,"Ice Harvest, The (2005)",action comedy crime thriller,
6071,"Yours, Mine and Ours (2005)",comedy romance,
6072,"Libertine, The (2004)",drama,
6073,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",crime horror mystery thriller,
6074,Match Point (2005),crime drama romance,
6075,Paradise Now (2005),crime drama thriller war,
6076,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",adventure children fantasy,cs lewis
6077,King Kong (2005),action adventure drama fantasy thriller,big budget
6078,Memoirs of a Geisha (2005),drama romance,
6079,"Family Stone, The (2005)",comedy drama romance,
6080,Havoc (2005),crime drama romance,
6081,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),action drama,
6082,"Room for Romeo Brass, A (1999)",comedy drama,
6083,"Matador, The (2005)",comedy drama thriller,
6084,Wal-Mart: The High Cost of Low Price (2005),documentary,
6085,Mozart and the Whale (2005),comedy drama romance,
6086,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),comedy war,
6087,"Three Burials of Melquiades Estrada, The (2006)",adventure crime drama,
6088,Munich (2005),action crime drama thriller,netflix queue
6089,"Producers, The (2005)",comedy musical,netflix queue
6090,Transamerica (2005),adventure comedy drama,
6091,Rumor Has It... (2005),comedy drama romance,
6092,Cheaper by the Dozen 2 (2005),adventure comedy,
6093,Fun with Dick and Jane (2005),comedy crime,
6094,"Ringer, The (2005)",comedy,
6095,Casanova (2005),action adventure comedy drama romance,
6096,Mrs. Henderson Presents (2005),comedy drama,
6097,"Ear, The (Ucho) (1970)",drama thriller,
6098,Luxo Jr. (1986),animation children,
6099,"Dentist, The (1996)",horror thriller,
6100,"New World, The (2005)",adventure drama romance,
6101,Voices of a Distant Star (Hoshi no koe) (2003),animation drama romance sci fi,love
6102,7 Faces of Dr. Lao (1964),fantasy mystery western,
6103,Samurai Assassin (Samurai) (1965),action adventure drama,
6104,"Boys of Baraka, The (2005)",documentary,
6105,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),crime drama mystery thriller,brutality
